,I_star,lincred_n_u,pas_ext,rem_fam,cpi_star,cpi_us_cs,cpi_mex,cpi_corea,cpi_elsalv,cpi_china,cpi_pan,cpi_costar,cpi_jap,s,tipo_cambio,cpi_us,cpi_us_core,ind_prec_expus,ind_prec_impus,alph,pce_us,pce_us_core,tc_yua,tc_eur,tc_yen,tc_les,tc_us_deg,pet_mensual,energy,non_energy,agric,bvrg,food,oils_meals,grains,other_foods,raw_mat,fert,met_min,prec_met,fao_u,fao_meat,fao_dairy,fao_cereal,fao_oil,fao_sugar,cons_usd,mp_usd,cyl_usd,mc_usd,mee_usd,div_usd,cons_kg,mp_kg,cyl_kg,mc_kg,mee_kg,div_kg,imp_no_pet,v_imp_no_pet,expor_val,expor_vol,impor_val,impor_vol
Comment,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
2017M06,1.73844,4797.115367,35432.5,723.706,156.2756061,140.7787356,196.5808687,152.308149,151.2507556,139.7917219,157.1709286,316.1929213,101.314459,7.343816333,7.343816333,1.6634613,1.72982144,121.6,122.4,0.397925476,1.57715,1.69594,6.807995455,1.122945455,110.9059091,1.280188636,1.383561818,45.18,60.60971168,81.6412983,87.11493905,82.0291249,91.5207236,85.31111772,86.59819429,104.1456511,78.99684487,70.25871604,71.70786089,97.85098193,97.96606697,100.685571,109.6562267,92.35989972,97.4725676,86.02688465,473482.3,485252.2,206060.6,36536.7,308584.8,48.1,279588.4,515667.4,580842.3,74406,41158.7,3,143.4681567,-5.717856026,901.073401,1142.636942,1509.964669,1491.665684
2017M07,1.72733,4748.222851,34805.3,664.188,156.5475636,140.6816092,197.3242208,152.5604869,151.2129429,143.1737183,156.8723038,317.219879,101.2133468,7.306322258,7.306322258,1.74051753,1.70197999,122.2,122.2,0.397925476,1.56019,1.58766,6.77148,1.151905,112.3936842,1.299045,1.3955245,46.63,62.9073599,83.00515673,87.49952817,83.39744341,91.6761202,86.76029471,85.42715608,103.7995731,79.43806347,68.91560614,75.38731558,95.60748764,100.2324052,101.1921505,113.895557,96.93632027,96.65921196,90.48882387,479445.8,516552.6,201664,36158.7,280716.5,3498,294472.1,566658.3,586062.9,79870.6,43189.3,3.5,142.6736971,-6.054380692,906.196979,1111.24342,1518.035615,1570.256741
2017M08,1.71344,4734.037748,34952,707.842,157.114947,141.1028736,198.2992873,153.4362476,151.0163661,146.4056461,157.1389867,316.5413534,101.4155713,7.275192581,7.275192581,1.93726746,1.68019869,122.9,122.9,0.397925476,1.62876,1.50485,6.670969565,1.180673913,109.9145455,1.296217391,1.411184783,48.04,66.40945721,83.75825942,85.55257476,83.61775986,88.50153261,85.93303564,78.49074185,100.9418514,79.37170928,70.74848845,81.55521096,99.40316638,99.33833022,100.347311,116.8934883,92.29967586,99.16145506,88.9218191,547947.5,511782.4,199897.4,37664.3,302695.5,51.9,339794.7,540038,454729.4,78074,47593.7,7.9,142.9005091,-4.743993436,890.423493,1130.90133,1600.039095,1460.237732
2017M09,1.78233,4876.514668,36198.4,672.939,157.9332655,141.85,198.9197841,153.6143684,151.1975857,145.938443,157.7989705,322.8314689,101.6177958,7.301883,7.301883,2.22866289,1.68661239,123.9,123.9,0.397925476,1.87939,1.5838,6.568445,1.191505,110.7231579,1.3328025,1.4203315,49.82,70.74093858,84.58813784,86.10124596,82.56003551,89.21272239,87.63512892,79.61191095,99.97832307,80.3423541,74.0760172,82.67827989,101.8075385,99.88713332,99.15465352,118.3996848,92.11688667,103.8349664,89.04187498,485723.3,435914.1,224910.2,33117.4,284656.9,57.3,246953.7,349727.8,507886.8,76388.9,41554.8,7.9,146.0503893,-1.219640485,837.180343,1128.859105,1464.379227,1222.519955
2017M10,1.84844,4926.560871,36590.8,728.273,157.8709932,141.7603448,200.1716638,153.4659344,151.3865827,146.4673388,157.4991524,319.1087475,101.718908,7.34362,7.34362,2.03358139,1.76325148,124,124.1,0.397925476,1.81895,1.69482,6.617525,1.175633333,112.9566667,1.320452381,1.409700476,51.58,73.27645765,84.43837653,85.30108528,82.62910917,88.60248566,87.79379151,79.07824848,98.28721568,78.63877099,78.08694341,83.39008227,99.06328758,98.91213223,98.43461311,115.3678462,91.7903474,102.676751,88.73016881,556634.7,524504.8,241521.2,38394.2,332611.7,58.6,259445.9,500961.6,515761.2,35077.2,50175,5,147.6715443,1.412149076,851.77427,1053.649638,1693.725239,1361.425967
2017M11,1.95169,5007.650148,37197.7,646.301,158.1133245,141.7637931,202.2353212,152.3229924,151.7347718,147.2629187,157.1369044,319.6222263,102.0222447,7.332673667,7.332673667,2.21133267,1.70874736,124.6,125.3,0.397925476,1.95944,1.6968,6.625385,1.172555,112.9947368,1.3207525,1.40829,56.64,78.95326292,84.80567576,85.58166229,81.78232018,89.19122392,87.22348062,80.32720794,99.80319688,78.74389545,82.67508395,83.45610946,99.27550112,98.93420858,98.4295541,111.3747396,92.14977642,103.8529041,92.74711968,513729.2,458647.3,228367.7,33261.9,334996.9,52.6,283112.9,415064,439640.5,59759.1,43652.9,4.8,148.4521375,2.185446921,875.379396,1155.823744,1569.055506,1241.234138
2017M12,2.10697,5312.611467,39413.8,720.305,158.5453918,141.6804598,203.4312162,152.8721983,152.0078944,150.382667,157.4354645,321.1259857,102.3255814,7.34079,7.34079,2.10149318,1.75576184,124.7,125.5,0.397925476,1.8835,1.72077,6.59355,1.183621053,112.9495,1.3404325,1.415151,57.88,80.82823823,84.23139298,84.84946335,77.58408101,88.20048649,85.3160053,81.40231644,98.14862465,80.40225113,74.09940834,84.11395679,97.34961401,96.40606602,96.08213693,107.2698327,92.42046016,97.96306014,88.98868267,570656,495178.2,314420.5,42459.8,321811.6,17,355992.6,445433.3,561961.4,80423.9,59976.5,1.8,148.2093028,1.126482037,887.277826,1207.490379,1744.54307,1503.789561
2018M01,2.26671,5086.21099,38515.2,634.582,158.4790998,142.4522989,204.5120315,153.5104646,152.2055047,137.4713439,157.7188483,322.4280213,102.4266936,7.343481613,7.343481613,2.09383466,1.81464653,125.6,126.5,0.378837754,1.84423,1.73128,6.429014286,1.219580952,110.7744444,1.381335714,1.438417619,63.7,87.41186077,87.10133041,87.03009786,78.19259592,90.63713867,87.01057052,86.08770761,99.52612748,82.76026846,75.45335079,88.56962578,102.6684585,96.8029473,95.6335073,105.998144,95.20198578,98.25150285,87.19708883,496915.2,509052.8,248383.7,38540.7,273509.7,28.4,263875.6,457561.7,489786.9,81558.4,34821.5,1.7,148.051186,0.904778855,879.374214,1158.429407,1566.430576,1327.605752
2018M02,2.50219,5002.923275,37288.8,630.103,158.9761017,143.0982759,205.2911516,154.6830934,152.3272691,135.880484,158.176233,323.1065469,102.4266936,7.359597143,7.359597143,2.22575777,1.82102247,125.8,126.8,0.378837754,1.96394,1.7847,6.313473333,1.234452632,107.9005556,1.396971053,1.451317368,62.23,82.11150235,88.25601415,88.66939483,79.19739434,92.91798385,90.91016413,86.86244806,101.0405991,83.16351357,77.69608163,88.60694031,102.1144572,97.8753092,96.96319483,108.757192,98.3705892,95.60057001,83.92642442,444032.8,479841.3,222202.6,31981.7,247449.7,81.5,226133.8,455437.1,420122.2,51034.3,57810.1,8.5,149.0310793,1.705485636,928.276631,1215.536684,1425.58953,1210.546099
2018M03,2.66263,5052.202858,37937.6,754.485,159.2845042,143.4218391,205.9551921,154.5198159,152.1597091,137.3835301,158.3660445,323.0148542,102.1233569,7.392914516,7.392914516,2.35922975,2.10535968,126.3,126.5,0.378837754,2.17738,2.08281,6.319477273,1.233619048,106.0004762,1.396985714,1.452829545,62.72,82.81470943,87.85960471,90.04237511,82.33293326,93.995716,92.73633957,89.11253621,100.072531,84.35758917,78.27521104,84.47107155,101.5599082,99.04206624,97.18981526,111.2931874,101.7959176,95.35511881,80.91125996,467271.7,479261.6,270818.5,34272.7,235086.9,25.6,316882.4,485628.8,638697.8,61359.5,40939.7,3.1,148.6125763,1.348341763,1065.366036,1379.364174,1486.73702,1543.511226
2018M04,2.77004,5067.695806,38035.7,769.947,159.5652329,143.991954,205.2569387,154.8018406,152.220573,137.851639,158.66694,322.7581148,102.0222447,7.402599667,7.402599667,2.45666751,2.15082865,126.9,127.1,0.378837754,2.15261,2.01232,6.299573684,1.22763,107.5214286,1.407442857,1.45051381,66.25,88.39745162,89.54554869,91.66347104,84.32255892,96.09351688,94.12766868,93.65017821,100.8913522,84.6331089,78.59184449,86.44544399,102.3036642,98.55799183,95.93906664,109.9883126,103.9685507,94.02173461,76.82090343,497767.9,554107.1,285048.2,41417.6,279205.8,28.8,263532.1,528679.4,650979.3,74630.3,38986.1,1.6,150.9985471,4.985512702,943.934853,1219.508531,1657.575475,1556.808869
2018M05,2.71813,5188.192515,39302.8,808.546,159.9793577,144.5908046,204.9241409,154.8760576,152.4184597,139.963243,158.66694,322.3913442,102.1233569,7.440304516,7.440304516,2.7520906,2.2541831,127.8,128.2,0.378837754,2.36512,2.10773,6.374280952,1.18202381,109.7015,1.34835,1.424255909,69.98,94.59639606,89.72990724,91.84680878,85.46113105,96.78577137,92.24433047,94.41467594,104.9066521,83.09428117,77.39636296,86.78852727,100.127112,98.67277159,95.34097805,111.4192791,105.5307266,92.15273547,76.44583799,533801,644852.2,334172.8,42012.3,292011.7,34235.4,332585.9,635975.3,710150.7,73441.3,45971.8,10.4,151.5057391,6.077792865,956.785106,1163.032839,1881.08532,1798.135385
2018M06,2.76406,5183.512336,39363.1,801.419,160.3719533,144.8212644,205.7157021,154.5643461,152.6166037,142.4477646,158.993164,322.9781772,102.0222447,7.485269667,7.485269667,2.83926656,2.26826886,128,128.2,0.378837754,2.38428,2.06719,6.465695,1.167828571,110.0252381,1.32917381,1.414017143,67.87,93.66852843,87.925639,88.93605889,80.98340243,93.3761537,86.49199689,90.47682379,105.0572279,82.19234305,78.03045076,86.97667992,98.74483486,96.95099172,95.08663138,112.2805641,100.847424,89.33342532,77.36608784,488012.2,541244,285915.8,38749.2,251195.2,64,307180,560938.4,544904.2,129717.6,40550.5,2.5,150.1634503,4.666745362,906.961014,1027.914145,1605.1803,1583.293168
2018M07,2.82781,5094.284018,38967.5,818.349,160.7558503,144.8310345,206.8182892,154.2823215,152.8302669,146.1803664,158.8977681,323.8767651,102.1233569,7.484703226,7.484703226,2.89217292,2.33408848,127.4,128.1,0.378837754,2.44038,2.12518,6.718966667,1.168780952,111.4185,1.316769048,1.405213333,70.98,93.02886321,84.13866192,86.35094936,79.64196478,89.97371015,83.14957513,86.67053121,101.9413619,80.96061478,82.63548242,79.7722629,95.08271418,95.1351791,94.63847506,110.1286617,98.72036301,86.89950739,72.50483788,525954.8,583826.7,223137.6,43637.9,281788.2,43.5,307939.7,578145.3,535018.5,89382.7,43220.9,2.5,150.7584863,5.666629067,898.931955,1043.97755,1658.388648,1553.709603
2018M08,2.84,5118.24933,39237.3,860.427,161.2900034,144.9114943,208.0249317,155.6330711,153.2123426,149.772976,159.0015824,323.6567027,102.7300303,7.500703226,7.500703226,2.66307783,2.17065127,127.3,127.6,0.378837754,2.2786,2.02576,6.851795652,1.154895652,111.0582609,1.287904545,1.395333913,68.06,91.98612527,82.70532233,84.83893494,75.32147782,88.70595371,81.61115822,90.40158001,96.50504103,80.28321715,84.56561082,78.11847134,92.04946112,95.96957618,95.77583936,108.4579527,103.4888617,84.43017309,68.60444268,549053.2,553845.1,318973.5,41819.2,288146.4,43.5,308696.6,518578.2,682526.1,104141.1,46305.8,2.8,151.3675019,5.925096379,935.548617,1014.823945,1751.880924,1660.250608
2018M09,2.91863,4963.068168,38813.1,745.975,161.5982362,145.08418,208.8986365,156.8205433,153.2889488,149.586904,158.9446277,324.3719054,102.8311426,7.654351333,7.654351333,2.2843144,2.17160201,127.3,127.7,0.378837754,2.06534,2.0394,6.856544444,1.166131579,111.9464706,1.306186842,1.400261579,70.23,98.72449948,81.1486586,82.64751302,73.73378605,85.6236348,79.26591199,85.80496393,93.82369186,79.94930124,86.69724736,77.44491643,91.16666871,94.23943041,94.05320035,108.2918586,100.3430994,82.33424365,70.37652904,485239.9,518762.5,262917.4,39825.4,272330.8,40,314864,497522.9,664585.5,74012.4,38884.7,4.3,148.7680122,1.860743333,837.034597,1061.798002,1579.11598,1589.873682
2018M10,3.08375,4975.001414,38980.2,863.521,161.9718373,145.3362069,209.9849094,156.5385186,153.6432844,150.1290222,159.0728511,325.5822483,103.1344793,7.724274516,7.724274516,2.53063971,2.15118228,127.9,128.3,0.378837754,2.11356,1.93006,6.936347059,1.147147368,112.6110526,1.3016,1.390877273,70.75,100.2221693,82.28294371,83.38579322,77.44843588,86.37324829,79.28649462,87.37421207,94.79052621,79.1466165,88.15180039,79.35498639,92.6028821,93.30885216,92.31749672,102.8037264,100.870673,81.32798869,76.50012871,597489.8,550620.2,348725.2,42689.6,306546.8,51.6,327176.4,426619.4,746782.2,60721.7,44681.3,7.4,148.9808086,0.886605668,858.227429,920.172345,1846.123186,1605.988357
2018M11,3.12025,5087.41596,39527.3,757.08,161.8526251,144.8494253,211.771251,155.4252635,153.3713975,150.5027029,158.3729306,326.9496937,102.9322548,7.700699,7.700699,2.20068074,2.23492969,126.9,126.2,0.378837754,2.00505,2.05983,6.94079,1.13658,113.3835,1.2902,1.38453,56.96,84.43680709,81.12878309,82.23419585,77.56850479,84.80968252,76.64427223,85.85472256,94.60613993,78.34930375,93.11753627,77.50087474,92.74102583,92.19553425,92.88897923,99.99313476,99.63373081,76.59059714,79.86080882,591500.7,522214.5,224486.9,44144.3,310967.8,75.8,309270.1,400897.4,521086.2,146164.8,42569.4,5.3,148.6605673,0.140401999,859.883636,942.275479,1693.390084,1419.993187
2018M12,3.00544,5196.412509,40675.4,843.336,161.8252562,144.3867816,213.2569439,154.890901,152.6644916,153.2399376,157.691927,327.6362881,102.6289181,7.730000645,7.730000645,1.92018923,2.18829136,126.1,124.4,0.378837754,1.86457,2.05665,6.885527778,1.137894118,112.5727778,1.267683333,1.385244444,49.52,74.89874648,80.80423439,82.63451292,74.79519936,86.07561865,76.60478781,88.3947627,96.43623141,78.26027281,89.42814532,76.07170463,94.91220263,92.24960346,92.89387086,97.84823706,101.0960414,76.83532726,78.31028829,524399.8,481661.8,213184.5,38143.3,265487.9,10,327515.8,459101.8,527096.4,87480.2,48009.4,1.7,147.8429041,-0.247217059,899.284811,1022.65655,1522.88728,1449.205252
2019M01,2.9835,4930.784084,38901.9,688.076,161.1796585,144.662069,213.4402207,154.7276236,152.5829255,139.8083567,157.2189772,327.8008833,102.6289181,7.729149677,7.729149677,1.49565175,2.12229468,125.3,124.6,0.372600696,1.46804,1.83385,6.787638095,1.1419,108.9211111,1.289061905,1.394035238,51.38,76.20477087,81.17912537,83.50245371,75.2531814,86.96569316,78.43958818,88.44608965,96.84261783,79.2828949,86.81908444,75.77415349,98.37086267,93.31506032,92.26988564,100.9469787,101.7699716,80.25798759,79.34321851,522627.3,598297.5,229054.2,54042.3,281487,87.8,326051.3,587657.3,504992.5,139542.2,33958.2,3.2,145.8971948,-1.454896313,855.785811,993.65472,1685.596035,1592.204855
2019M02,2.86488,4876.760595,38278.2,690.5,161.481398,145.2735632,213.3801889,155.3955767,152.8548124,137.9186912,157.3600026,328.0677737,102.6289181,7.737828214,7.737828214,1.47172082,2.05501973,126.1,125.9,0.372600696,1.35906,1.6683,6.735614286,1.135236842,110.3477778,1.300973684,1.391981053,54.95,80.08603919,82.64572771,83.75721672,74.27808731,87.44564926,78.50922528,89.97086903,96.91667077,79.61589679,84.83974415,80.1171982,100.3723185,94.00982725,93.09461834,103.7642895,100.7374085,81.78416354,80.30919955,459974.7,469488.6,263014.8,38474,228477.1,21.6,263430.9,413680,605191.5,126391.1,32679.1,3,145.1336188,-2.615199794,894.259421,955.407979,1459.450736,1441.37549
2019M03,2.71063,4953.774516,38791.7,826.714,162.1874764,146.0931034,214.2020045,155.0987086,153.194671,140.5433513,158.0108337,327.6021084,102.6289181,7.690478387,7.690478387,1.85558499,2.0389119,127,126.6,0.372600696,1.47479,1.56287,6.711614286,1.130247619,111.206,1.317014286,1.391397619,58.15,82.22320089,82.44703442,83.00409674,72.57524542,86.1954214,75.99113416,87.62839381,98.32307936,80.55344891,84.27847966,81.09669812,98.71735903,93.15841497,94.57807371,105.6475341,97.5125532,78.41404559,78.66274264,504949.7,504241.6,308914.1,34656.7,273809.2,52.9,305075.8,474224.8,733748.4,39103.4,39972.1,2.7,146.7276316,-1.268361516,1064.418773,1296.400726,1626.624227,1592.127207
2019M04,2.71688,4920.682431,38218.3,865.157,162.8475215,146.8666667,214.3158581,155.6627579,153.4393692,141.2979299,158.4939302,329.4394412,102.9322548,7.644305667,7.644305667,2.01818,2.10164578,127.1,126.8,0.372600696,1.62118,1.69017,6.716666667,1.123825,111.6638095,1.30432,1.387272273,63.86,86.42673202,82.67281864,83.08368544,74.75159019,85.96681748,75.52380393,86.71345039,99.02977932,80.31564907,84.70614727,81.59938826,97.62943667,93.61137017,97.75572565,106.1280062,94.63380322,79.11210045,79.2560158,483858.9,519286.7,327980.7,37388.6,253870.2,52.4,319593.1,607385.3,745342,96719.6,40976.8,2.6,144.2326718,-4.480755228,918.344212,1119.950136,1622.437429,1810.019343
2019M05,2.51025,4903.787121,38338.6,974.466,163.1491647,147.1793103,213.6989788,155.9299391,153.62969,143.7422506,158.6365747,329.876949,102.9322548,7.667630323,7.667630323,1.82825198,2.03261043,126.7,127,0.372600696,1.50088,1.61409,6.870263158,1.118395238,109.8533333,1.284135714,1.381680455,60.83,85.17577272,81.1862482,82.24421287,74.68654333,84.99140552,73.61094925,88.87592043,96.44742359,79.41266859,84.42242092,78.6491888,97.01039839,94.26766426,100.5353205,106.592841,94.44359878,78.50147759,76.73557604,568301.8,589694.9,292878.9,46595.9,277707.2,62.2,353504.1,611669.8,787288.5,102781.6,42857.9,5.9,143.5048518,-5.280913655,948.165725,1078.35884,1775.240985,1898.1078
2019M06,2.17813,5001.889003,38931.3,882.017,163.3007702,147.2086207,213.8356031,155.6776013,153.4121805,146.2938543,158.1029075,330.7986769,102.7300303,7.704992333,7.704992333,1.7005638,2.1678691,126,125.6,0.372600696,1.45744,1.71744,6.901373684,1.12934,108.057,1.2676925,1.385445,54.66,76.33927157,82.58008968,84.49020948,76.80627037,88.06205901,75.74695925,95.57410558,97.4642467,79.71931376,83.78403664,78.52608899,102.0955825,95.40499303,101.230479,102.8910844,99.19063243,77.46187859,79.94407335,489111.3,465620,258766.7,44935.9,266803.8,66.3,327548.6,390304.6,685709.9,95477.6,43319.4,5,145.2379885,-3.280067008,952.297177,973.25939,1525.303938,1542.365058
2019M07,2.18863,4960.642936,38983.4,947.829,163.8306825,147.4545977,214.6387881,155.2026124,153.0179445,150.2734167,158.4523149,333.2343033,102.7300303,7.675909355,7.675909355,1.82219658,2.20447408,126.2,125.6,0.372600696,1.51899,1.73443,6.877472727,1.121522727,108.2404762,1.247013636,1.381284091,57.36,77.03842163,82.53310143,83.25592142,78.05464317,86.85765171,75.36913292,92.9628341,96.44581005,77.15004044,82.70519021,81.03118419,106.2981343,95.14701488,102.4421377,101.0642112,97.55139614,78.09033426,79.42907588,554314,532602.4,267412.1,44299.7,305280.2,26.6,287533.1,535261.3,705035.3,161139.8,45641.6,3.9,145.1241127,-3.73735087,918.153013,1064.618491,1703.934931,1734.614967
2019M08,1.974,5009.907538,38912.4,980.6,163.993497,147.4471264,214.603597,155.5736975,152.4741707,153.9666193,158.0086484,332.8997221,102.9322548,7.67082129,7.67082129,1.74111665,2.35237136,125.5,124.9,0.372600696,1.51349,1.8522,7.062122727,1.112622727,106.2728571,1.214613636,1.372843182,54.81,71.59163374,79.31345014,80.77085049,73.64291659,84.69030376,76.30683386,86.11621685,94.42889387,74.87271047,81.74542262,76.04850307,113.2343819,94.08417736,102.2743375,100.2996521,92.62567031,82.58940549,76.2292377,551696,551275.2,280942.6,42510.8,310792,27.1,365881.1,552176.1,852055.8,118887.9,44689,5.1,144.1310306,-4.780729823,958.137519,1169.824942,1737.243755,1933.69492
2019M09,2.03213,5050.44954,39511.3,892.294,164.1365966,147.5626437,215.1666546,156.1525902,152.2430669,154.0745112,157.9296441,332.5755025,103.033367,7.705932333,7.705932333,1.72454131,2.34746687,125.1,125,0.372600696,1.37509,1.7126,7.115873684,1.10057,107.4822222,1.2361125,1.3683245,56.95,75.564742,79.57527842,80.76966589,74.91234654,84.21031883,75.95472727,85.02156042,94.33703975,75.38871778,77.83964962,77.32280801,114.9339436,93.36863477,101.0167156,99.63812689,91.83731564,83.88830545,73.51148673,534127,492852.6,212380.1,41275.6,297829.2,106.2,340169.2,462412.9,672506.5,90947.3,46239.8,4.3,144.3916174,-2.941757964,876.929196,947.989722,1578.570824,1612.280015
2019M10,1.95538,4820.46082,38290.2,999.957,164.5817442,147.9,216.3279609,156.5236752,152.3110386,155.8339251,157.8506793,332.3297275,103.3367037,7.762956452,7.762956452,1.77462149,2.33098703,125.1,124.5,0.372600696,1.40619,1.71636,7.083117647,1.105354545,108.1233333,1.263643182,1.37199,53.96,72.6736732,80.27627823,82.27923204,76.07343557,86.30144326,77.61785275,88.12947548,96.07089428,75.66254477,77.73231589,76.45733091,113.3518211,95.24734977,101.5512737,100.8202232,95.97784801,84.10921673,77.77161278,612548.1,572612.9,282370.6,44058.2,357123,28.6,368635.4,549336.7,770669,84118,50367.6,2.8,142.4293506,-4.397518092,875.816177,1049.818789,1868.741443,1823.129584
2019M11,1.95213,4721.281053,36721.5,819.9,164.8083212,147.8206897,218.0730253,155.6627579,152.4877651,157.2753245,157.8254232,333.0309581,103.437816,7.704358667,7.704358667,2.04373037,2.31752212,125.2,124.7,0.372600696,1.41713,1.56805,7.018315789,1.1057,108.7933333,1.288255263,1.375153684,57.05,76.61764608,82.06566066,85.30705571,80.40910182,89.9060483,80.89629081,88.18032144,103.3212704,76.62402657,75.04271287,76.21530553,111.3844436,98.62617561,106.5263202,102.4534845,95.56910968,93.16373719,79.19024539,618302.2,483171.9,271546.7,40694.5,340253.2,20.9,386738.2,471549.1,642173.6,83409.4,48986.5,3.2,141.2816865,-4.963576375,916.76321,998.23525,1753.989433,1632.859985
2019M12,1.99625,4817.699654,37415.2,940.802,165.0442025,147.6862069,219.2902233,156.033843,152.6508972,160.1357348,157.5658301,332.6163597,103.437816,7.688606129,7.688606129,2.26144883,2.22339373,125,125,0.372600696,1.65061,1.63775,7.020547368,1.110861111,109.1547368,1.313083333,1.378886316,59.82,79.07866333,83.6438785,87.26404222,82.11749129,92.16671071,85.56464719,89.86775013,102.9332431,77.96961993,72.62790557,77.46999671,111.9345612,101.0067847,106.647994,103.5429524,97.39705696,101.4986615,82.99769542,514853.7,442752,240479.6,41688.8,304730.1,28.7,300571.8,495279.6,624188.9,81723.2,54127.6,3.8,141.1092359,-4.5546104,990.507837,1117.93073,1544.532806,1555.894955
2020M01,1.80663,4481.810576,34682.2,834.61,164.8182212,148.2591954,220.3521664,157.0283509,152.4605764,147.358008,157.7783815,332.9822377,103.3473205,7.695609032,7.695609032,2.47424151,2.26058775,125.8,125.2,0.342616355,1.90213899,1.78282,6.921033333,1.110109524,109.2847368,1.307219048,1.379745238,57.52,76.05782806,84.33404524,88.31469287,80.6228159,93.87050824,87.88087431,93.6377007,101.9611633,78.72766014,70.8394328,77.70223175,118.0258949,102.5151015,103.6103257,103.8447939,100.6874972,108.7325264,87.5402737,548644.6,572783,236395.6,50014.2,328477.9,39.1,317874.4,581920.7,516784.7,115832.9,43589.9,2.8,141.7458475,-2.845392081,1009.731151,1230.506644,1736.35447,1576.005425
2020M02,1.3815,4768.134262,36952.2,808.025,165.0087259,148.6655172,221.267135,157.0431943,152.2566612,145.0904632,157.3827463,333.9478862,103.0394338,7.648576897,7.648576897,2.31451285,2.36036852,124.3,124.3,0.342616355,1.86635607,1.90736,6.999663158,1.090868421,109.9735294,1.296136842,1.369174211,50.54,66.30874083,81.25633185,85.84025038,79.52422015,90.51275431,83.14762683,91.8628447,98.98024911,77.6996868,71.03393055,73.01586885,120.1999574,99.41898468,100.4631073,102.8515643,99.57640009,97.55334488,91.44864312,501659.8,497985.2,237416.5,43889.7,252210.4,60,360232.3,554243.7,586522.1,103028.4,44276,2.6,139.9923163,-3.542461485,1031.898248,1112.580141,1533.221534,1648.305121
2020M03,0.9975,5189.79866,40886,746.785,164.8515176,148.341954,221.1615617,156.6572658,152.3790103,146.5867154,156.7905319,333.8593087,103.0394338,7.68644871,7.68644871,1.51172353,2.09727595,122.5,121.3,0.342616355,1.34360166,1.70421,7.018072727,1.106340909,107.2928571,1.238102273,1.372188182,29.21,42.64724776,78.18394201,83.07359328,75.9899023,88.03062978,80.8441091,92.49172735,93.44723761,74.632081,73.33180862,68.70687148,116.6454207,95.17723882,99.42505657,101.524563,98.02389815,85.42483703,73.94424527,502367.5,477836.9,215932.6,38481.2,234346.6,74.7,365202.4,470960.9,764142.4,117397.4,34192.7,3.7,137.771681,-6.10379281,1003.624912,1271.312448,1469.039496,1751.89945
2020M04,0.86463,5102.296975,39764.2,690.769,163.7341026,147.35,218.9196817,155.7815051,151.8352365,145.9607616,154.7318479,332.3569418,103.0351871,7.707339667,7.707339667,0.339174232,1.44476245,118.2,118.2,0.342616355,0.413633506,0.91482,7.0726,1.0866,107.93,1.2409375,1.363563182,16.55,31.63231012,76.07523591,81.33777292,77.21923741,85.62447868,77.7841757,94.52675485,87.88128809,73.01714474,73.70477446,65.55173456,122.6004208,92.52687559,96.90645775,95.75367239,99.64731046,81.17756292,63.17950547,452391,542653.5,106221.4,35043,226559.5,54.5,289392.1,655820.4,500704.8,65189.6,24424.8,6.5,137.7598404,-4.487770608,827.001369,1239.087248,1362.922832,1535.538181
2020M05,0.6735,4841.543955,37529.7,836.761,163.8783752,147.3528736,219.762198,155.4252635,152.1750952,147.1920646,154.719745,331.8916421,103.0351871,7.698647097,7.698647097,0.223596258,1.23978596,118.2,119,0.342616355,0.508071786,1.00229,7.111111765,1.090142105,107.2917647,1.230363158,1.3637105,28.56,39.2468758,76.6433788,81.36419683,77.88602251,85.43117588,75.17095219,88.23017028,96.39597548,73.25179682,67.44113093,68.0063561,125.872912,91.13536059,95.41591324,94.42547441,98.01899699,77.76886682,67.84539992,413381,517528.4,128947.8,35618.6,198652.3,13.8,287648.8,532350.1,518701.3,104433.5,25828.1,0.5,136.857397,-4.632216099,882.222354,1079.595171,1294.141757,1468.962319
2020M06,0.54575,4596.457048,35680.7,963.299,164.72333,148.1591954,220.9649056,155.6627579,153.0587276,149.9512006,155.5157786,331.8241528,102.8327604,7.697426333,7.697426333,0.727812296,1.20288693,120.3,120.6,0.342616355,0.907933042,1.13217,7.08581,1.125459091,107.555,1.252195455,1.379632727,38.31,48.5231595,79.70596203,83.35917777,77.32914144,88.31757642,80.13489952,88.91421285,98.54262,74.37859176,66.8032931,73.67846261,128.3398342,93.25584335,94.81641037,98.33259153,97.30962223,86.61365414,74.94060661,402738.4,523367.5,138703.5,36615,194821.7,13.2,342885.5,556489.3,542949,72665.9,24027.8,2.1,134.2211827,-7.585347228,763.318446,815.324383,1296.259284,1539.019467
