"","V1"
"325",1.34876515457528
"326",2.84739539859424
"327",3.37204270275378
"328",2.86268325888594
"329",2.75714223942253
"330",2.82968539640657
"331",2.27510713523571
"332",1.8204586708312
"333",0.760389977352791
"334",0.707920563135763
"335",0.939096031889032
"336",1.02810527429669
"337",0.65506375
"338",0.864546644880114
"339",1.47676272696629
"340",1.34040502078639
"341",0.841928328204283
"342",0.822121955576655
"343",0.942789692726247
"344",1.01168298234499
"345",1.17130624150411
"346",1.12560945693472
"347",1.74937082457871
"348",1.81347832220877
